Fill,Beam E,Start T,Stop T,Blue P_0,Blue dP/dT,Yellow P_0,Yellow dP/dT,Yellow dP/dT Error,Yellow P_0 Error,Blue dP/dT Error,Blue P_0 Error,Duration,Yellow P_f,Blue P_f,Yellow P_avg,Blue P_avg
34973,100,2024-08-17 06:02:05,2024-08-17 12:24:04,52.78,-0.39,47.32,0.64,0.38,2.02,0.37,1.88,22919.0,49.24804814222222,51.46952977833334,48.284024071111105,52.12476488916667
34974,100,2024-08-17 13:40:54,2024-08-17 17:35:28,53.31,-0.5,50.72,1.16,0.8,2.34,0.76,2.2,14074.0,53.020129457777784,52.267937583333335,51.87006472888889,52.78896879166667
34981,100,2024-08-18 01:14:14,2024-08-18 02:37:22,49.22,1.41,45.47,2.16,1.42,2.1,1.35,1.85,4988.0,46.830826159999994,50.18157832666667,46.15041307999999,49.70078916333333
34983,100,2024-08-18 04:34:42,2024-08-18 09:47:11,47.57,0.47,50.0,-0.12,0.48,2.11,0.44,1.88,18749.0,49.68751666666667,48.73441185305556,49.843758333333334,48.152205926527785
34984,100,2024-08-18 11:01:10,2024-08-18 15:45:23,53.55,-2.17,50.19,0.56,0.77,2.46,0.69,2.0,17053.0,51.521384553333334,48.045504762499995,50.855692276666666,50.79775238124999
34987,100,2024-08-18 20:09:49,2024-08-19 02:31:36,51.7,-0.33,47.56,0.64,0.33,1.75,0.37,1.84,22907.0,49.496812302222224,50.61439909166667,48.52840615111111,51.157199545833336
34993,100,2024-08-20 02:33:42,2024-08-20 08:33:47,50.11,-0.11,55.76,-0.63,0.76,2.24,0.8,2.2,21605.0,53.6517841,49.77919744305555,54.70589205,49.944598721527775
34995,100,2024-08-20 10:18:46,2024-08-20 19:41:04,51.43,-0.2,50.06,0.08,0.24,1.87,0.25,1.77,33738.0,50.435316506666666,50.466030366666665,50.247658253333334,50.94801518333333
34996,100,2024-08-20 21:00:31,2024-08-21 03:19:03,45.47,0.23,55.01,-0.83,0.45,2.73,0.4,2.12,22712.0,52.12946858444444,46.12978990888889,53.56973429222222,45.79989495444444
34997,100,2024-08-21 04:49:45,2024-08-21 06:57:52,46.68,-0.18,52.71,-0.04,0.74,3.2,0.54,2.28,7687.0,52.66497980333333,46.50058542,52.687489901666666,46.59029271
34999,100,2024-08-21 09:52:51,2024-08-21 11:48:05,47.7,0.85,49.7,1.61,1.36,2.57,1.19,2.01,6914.0,51.236770938888895,48.47868925,50.46838546944445,48.089344625
35002,100,2024-08-21 20:40:36,2024-08-21 21:27:43,52.11,-0.7,55.93,-1.1,2.4,1.66,2.18,1.4,2827.0,55.44687355277778,51.823554224999995,55.68843677638889,51.9667771125
35003,100,2024-08-21 22:37:33,2024-08-21 23:20:10,51.83,-0.18,51.04,-0.04,0.74,1.22,0.54,1.07,2557.0,51.02549896888888,51.763735345,51.03274948444444,51.7968676725
35005,100,2024-08-22 01:24:15,2024-08-22 09:40:59,50.26,-0.28,49.87,0.03,0.3,2.14,0.27,1.74,29804.0,49.99386045666667,49.09492852444444,49.93193022833333,49.677464262222216
35006,100,2024-08-22 11:24:50,2024-08-22 19:39:54,53.12,-0.02,48.17,0.3,0.28,1.89,0.28,1.84,29704.0,49.36236806666667,53.032340195555555,48.76618403333333,53.076170097777776
35007,100,2024-08-22 20:56:36,2024-08-23 05:14:34,51.57,-0.43,53.55,-0.11,0.28,1.74,0.28,1.79,29878.0,53.061121224999994,49.729589895000004,53.305560612499995,50.6497949475
35008,100,2024-08-23 06:35:05,2024-08-23 10:33:55,51.81,0.15,48.1,1.78,0.75,2.31,0.72,2.06,14330.0,51.50807205555555,52.119348875,49.80403602777778,51.9646744375
35009,100,2024-08-23 11:57:42,2024-08-23 20:16:01,52.96,0.23,52.6,0.23,0.28,1.92,0.28,1.77,29899.0,53.60477250555555,53.97164927555555,53.10238625277778,53.46582463777777
35010,100,2024-08-23 22:44:53,2024-08-24 08:30:19,50.86,-0.34,48.68,0.23,0.24,1.64,0.24,1.74,35126.0,49.772457628888894,49.17274210444444,49.22622881444445,50.01637105222222
35011,100,2024-08-24 09:44:21,2024-08-24 18:37:53,53.3,-0.38,54.11,-0.08,0.24,1.81,0.25,1.75,32012.0,53.725073484444444,51.49896931111111,53.917536742222225,52.399484655555554
35012,100,1970-01-01 00:00:00,1970-01-01 00:00:00,49.91,-0.18,50.22,-0.04,0.74,3.12,0.54,2.43,0.0,50.22,49.91,50.22,49.91
35015,100,2024-08-24 22:26:17,2024-08-25 06:40:40,53.46,-1.01,50.5,0.32,0.29,2.02,0.28,1.88,29663.0,51.831539111111105,49.010994945,51.165769555555556,51.2354974725
35016,100,2024-08-25 07:59:48,2024-08-25 16:19:59,47.53,-0.24,55.12,0.33,0.29,2.04,0.28,1.77,30011.0,56.63635579333333,46.57905144666667,55.878177896666664,47.054525723333334
35017,100,2024-08-25 17:50:49,2024-08-26 02:49:15,40.89,0.09,40.09,0.22,0.26,1.89,0.25,1.68,32306.0,40.881479052222225,41.220248085,40.48573952611112,41.0551240425
35018,100,2024-08-26 04:07:04,2024-08-26 05:54:09,49.88,-0.18,44.85,-0.04,0.74,2.95,0.54,2.63,6425.0,44.817982083333334,49.71976050000001,44.833991041666664,49.79988025
35019,100,2024-08-26 07:32:58,2024-08-26 10:17:11,50.3,-0.18,55.51,-0.04,0.74,3.6,0.54,2.85,9853.0,55.449228885555556,50.05219705,55.47961444277777,50.176098525
35024,100,2024-08-27 09:19:10,2024-08-27 17:05:09,53.93,-0.97,64.84,-2.54,1.39,7.15,0.41,2.18,27959.0,52.04925454888889,49.86723887805556,58.44462727444444,51.89861943902778
35026,100,2024-08-27 19:22:38,2024-08-27 21:36:27,54.72,-0.18,57.77,-0.04,0.74,3.27,0.54,2.51,8029.0,57.71846274111112,54.50032656,57.74423137055556,54.610163279999995
35027,100,2024-08-27 23:09:20,2024-08-27 23:10:21,52.49,-0.18,54.22,-0.04,0.74,3.16,0.54,2.47,61.0,54.219632508888886,52.488399055,54.21981625444444,52.489199527500006
35029,100,2024-08-28 01:59:47,2024-08-28 04:20:40,54.06,-0.5,53.99,2.0,0.93,2.18,0.95,2.28,8453.0,56.525430388888886,53.42532058333334,55.257715194444444,53.74266029166667
35030,100,2024-08-28 06:40:08,2024-08-28 11:58:45,49.89,0.49,56.02,0.34,0.43,2.04,0.42,1.78,19117.0,57.03143798777778,51.18815581583333,56.52571899388889,50.53907790791666
35031,100,2024-08-28 23:40:57,2024-08-29 08:01:06,53.31,-0.17,57.15,-0.49,0.3,2.11,0.26,1.68,30009.0,54.8156749125,52.5545484325,55.982837456249996,52.93227421625
35032,100,2024-08-29 09:17:31,2024-08-29 15:23:58,52.21,-0.63,51.26,0.49,0.42,2.09,0.39,1.89,21987.0,52.794045204999996,50.2011027775,52.0270226025,51.205551388749996
35035,100,2024-08-29 19:31:25,2024-08-29 19:34:03,47.42,-0.18,54.17,-0.04,0.74,2.89,0.54,2.53,158.0,54.16904901555556,47.41625382,54.16952450777778,47.41812691
35036,100,2024-08-29 20:52:55,2024-08-30 05:10:50,52.77,-0.26,52.41,0.02,0.28,1.93,0.26,1.72,29875.0,52.496986041666666,51.63141395833333,52.453493020833335,52.20070697916667
35037,100,2024-08-30 06:53:20,2024-08-30 07:01:09,52.08,-0.18,54.1,-0.04,0.74,3.51,0.54,2.32,469.0,54.09718078888889,52.067787239999994,54.09859039444444,52.07389361999999
35038,100,2024-08-30 08:48:32,2024-08-30 08:51:33,54.26,-0.18,55.33,-0.04,0.74,3.25,0.54,2.44,181.0,55.32888725222222,54.25508947,55.329443626111114,54.257544734999996
35039,100,2024-08-30 10:02:48,2024-08-30 18:22:44,54.96,-0.45,50.84,0.14,0.3,2.04,0.27,1.79,29996.0,51.43305424888889,52.8992748,51.13652712444444,53.929637400000004
35040,100,2024-08-30 21:18:41,2024-08-31 05:36:48,49.48,0.11,55.64,-0.11,0.31,2.09,0.26,1.62,29887.0,55.13188779222222,49.931858232222226,55.385943896111115,49.70592911611111
35041,100,2024-08-31 08:18:32,2024-08-31 16:37:32,49.3,-0.4,49.68,0.18,0.29,1.93,0.26,1.7,29940.0,50.423709599999995,47.659953333333334,50.0518548,48.479976666666666
35042,100,2024-08-31 17:58:21,2024-09-01 02:16:30,49.81,-0.09,47.22,0.41,0.28,1.91,0.26,1.64,29889.0,48.827380604999995,49.4378072275,48.0236903025,49.62390361375
35043,100,2024-09-01 04:02:29,2024-09-01 12:21:00,47.92,0.21,50.55,0.02,0.28,1.91,0.27,1.68,29911.0,50.63400005833333,48.75611215333333,50.59200002916666,48.33805607666667
35044,100,2024-09-01 13:43:51,2024-09-01 22:00:43,51.27,-0.42,50.37,-0.03,0.28,1.86,0.27,1.73,29812.0,50.244864129999996,49.486795220000005,50.307432065,50.37839761000001
35046,100,2024-09-02 00:39:39,2024-09-02 08:55:49,51.31,0.17,51.75,0.73,0.29,1.9,0.27,1.68,29770.0,54.873989374999994,52.03131883055556,53.3119946875,51.67065941527778
35047,100,2024-09-02 10:30:30,2024-09-02 18:55:03,54.08,0.22,53.11,0.32,0.26,1.78,0.3,2.0,30273.0,54.53915469333333,55.08048901333333,53.824577346666665,54.58024450666666
35048,100,2024-09-02 21:06:29,2024-09-02 21:07:08,46.81,-0.18,26.4,-0.04,0.74,2.3,0.54,2.33,39.0,26.399885599999998,46.809087205000004,26.399942799999998,46.8095436025
35050,100,2024-09-03 01:07:13,2024-09-03 02:07:56,50.41,-0.18,43.18,-0.04,0.74,2.15,0.54,2.4,3643.0,43.162521695555554,50.318178184999994,43.17126084777777,50.364089092499995
35052,100,2024-09-03 05:19:58,2024-09-03 13:42:31,50.07,-0.24,49.61,-0.04,0.74,,0.24,1.63,30153.0,49.44378996333333,49.063492860000004,49.526894981666665,49.56674643
35053,100,2024-09-03 15:47:44,2024-09-03 16:48:42,46.6,-0.18,51.7,-0.04,0.74,2.93,0.54,2.49,3658.0,51.67898682222222,46.514768600000004,51.689493411111116,46.5573843
35055,100,2024-09-03 20:44:20,2024-09-04 05:00:46,47.17,0.19,58.04,0.2,0.44,2.79,0.26,1.66,29786.0,59.000433022222225,47.91153074388889,58.520216511111116,47.540765371944445
35056,100,2024-09-04 06:21:37,2024-09-04 12:44:45,50.16,0.35,49.33,-0.06,0.59,2.74,0.38,1.92,22988.0,49.14100032666666,51.281048133333336,49.23550016333333,50.72052406666667
35062,100,2024-09-05 01:39:37,2024-09-05 09:57:36,50.61,-0.16,48.32,1.11,0.46,2.71,0.26,1.71,29879.0,52.77157261333333,49.93792169333333,50.54578630666667,50.27396084666667
35063,100,2024-09-05 11:15:15,2024-09-05 19:35:04,48.87,0.12,50.88,0.71,0.46,2.76,0.26,1.61,29989.0,53.88929618666666,49.358520809999995,52.38464809333333,49.114260404999996
35064,100,2024-09-05 20:54:19,2024-09-06 05:53:00,46.56,0.19,48.43,0.76,0.42,2.66,0.25,1.61,32321.0,51.73453495222222,47.35423470666667,50.08226747611111,46.95711735333333
35065,100,2024-09-06 07:07:10,2024-09-06 18:37:22,44.58,-0.05,48.25,0.37,0.29,2.46,0.17,1.5,41412.0,50.30363258333333,44.3235907,49.27681629166666,44.45179535
35066,100,2024-09-06 19:48:17,2024-09-07 04:09:45,46.7,-0.09,48.57,0.35,0.45,2.79,0.26,1.68,30088.0,49.990780433333335,46.3487226,49.28039021666667,46.5243613
35067,100,1970-01-01 00:00:00,1970-01-01 00:00:00,46.94,-0.18,45.84,-0.04,0.74,3.32,0.54,2.26,0.0,45.84,46.94,45.84,46.94
35068,100,2024-09-07 06:47:59,2024-09-07 11:20:02,44.31,-0.07,50.82,2.72,1.22,3.06,0.7,1.95,16323.0,57.08759672,44.169363752500004,53.95379836,44.23968187625
35071,100,2024-09-07 13:52:26,2024-09-07 22:06:19,50.5,-0.5,49.28,0.64,0.44,2.73,0.27,1.78,29633.0,51.87611420444445,48.42157430555556,50.578057102222225,49.46078715277778
35072,100,2024-09-08 03:10:29,2024-09-08 11:29:14,49.01,0.0,48.48,0.47,0.44,2.62,0.26,1.67,29925.0,50.374052999999996,49.01,49.4270265,49.01
35073,100,2024-09-08 12:56:01,2024-09-08 15:18:12,45.73,-0.18,55.1,-0.04,0.74,3.15,0.54,2.28,8531.0,55.047771322222225,45.53493868499999,55.07388566111111,45.632469342499995
35078,100,2024-09-08 21:09:08,2024-09-09 05:23:47,48.1,-0.23,57.93,-0.06,0.47,2.99,0.27,1.78,29679.0,57.643449255,47.18794784166667,57.7867246275,47.64397392083333
35080,100,2024-09-09 18:32:04,2024-09-10 02:48:33,47.47,-0.52,48.9,0.18,0.45,2.66,0.26,1.65,29789.0,49.62834105,45.42743446777778,49.264170525,46.448717233888885
35081,100,2024-09-10 04:17:20,2024-09-10 07:05:36,46.35,-0.18,53.39,-0.04,0.74,3.7,0.54,2.37,10096.0,53.33010828444444,46.116025199999996,53.360054142222225,46.233012599999995
35083,100,2024-09-10 09:48:17,2024-09-10 18:09:34,47.65,-0.29,49.93,-0.15,0.45,2.83,0.26,1.67,30077.0,49.30427307916667,46.495502709722224,49.617136539583335,47.07275135486111
35084,100,2024-09-10 19:25:39,2024-09-10 23:36:33,47.98,0.01,50.92,2.27,1.15,3.02,0.69,1.97,15054.0,55.75352159333333,48.00006363666667,53.33676079666667,47.990031818333335
35085,100,2024-09-11 01:28:45,2024-09-11 05:19:31,49.07,0.22,44.3,2.91,1.18,3.0,0.69,1.91,13846.0,49.25813721666667,49.48520307888889,46.77906860833333,49.27760153944445
35086,100,2024-09-11 06:35:21,2024-09-11 11:56:48,46.57,-0.43,42.28,0.67,0.73,2.94,0.42,1.82,19287.0,43.79765117,45.4971552675,43.038825585,46.03357763375
35090,100,2024-09-12 13:43:12,2024-09-12 22:00:30,45.28,-0.53,47.37,0.7,0.46,2.73,0.25,1.57,29838.0,50.11832844999999,43.29093261333333,48.74416422499999,44.28546630666666
35091,100,2024-09-12 23:32:33,2024-09-13 07:54:30,46.35,0.27,42.78,1.15,0.44,2.52,0.26,1.63,30117.0,46.895739025,47.3969422125,44.8378695125,46.87347110625
35092,100,2024-09-13 09:24:37,2024-09-13 13:25:14,47.63,0.19,47.94,1.86,0.92,2.95,0.52,1.81,14437.0,51.51590053,47.992918108055555,49.727950265000004,47.81145905402778
35094,100,2024-09-14 01:14:07,2024-09-14 01:33:31,48.59,-0.18,44.88,-0.04,0.74,3.46,0.54,2.47,1164.0,44.87419552,48.56172062,44.87709776,48.57586031
35095,100,2024-09-14 05:21:52,2024-09-14 13:35:06,46.07,-0.04,47.46,0.09,0.47,2.91,0.26,1.63,29594.0,47.811132810000004,45.918511602222225,47.635566405000006,45.99425580111111
35096,100,2024-09-14 17:26:08,2024-09-15 01:41:13,49.39,0.08,48.88,0.3,0.43,2.8,0.25,1.69,29705.0,50.08998366666667,49.716028877777774,49.48499183333334,49.55301443888889
35097,100,2024-09-15 03:11:50,2024-09-15 14:42:06,49.01,-0.23,51.72,-0.21,0.31,2.65,0.18,1.57,41416.0,50.47047928,47.71318450888889,51.09523964,48.361592254444446
35098,100,2024-09-15 19:03:46,2024-09-16 03:18:00,46.49,-0.15,53.45,-0.64,0.45,2.83,0.27,1.71,29654.0,50.63221102222222,45.91557730833333,52.04110551111111,46.20278865416667
35099,100,2024-09-16 05:17:44,2024-09-16 13:31:29,49.89,-0.26,44.78,0.68,0.47,2.77,0.27,1.73,29625.0,47.28581416666667,48.822561875000005,46.032907083333335,49.3562809375
35100,100,2024-09-16 15:39:07,2024-09-16 16:01:58,47.26,-0.18,49.1,-0.04,0.74,2.75,0.54,1.76,1371.0,49.092520433333334,47.227603269999996,49.096260216666664,47.243801635
35101,100,2024-09-16 19:06:01,2024-09-17 03:22:10,49.41,-0.06,48.05,0.42,0.44,2.73,0.26,1.71,29769.0,49.718800525,49.164852285,48.884400262499994,49.287426142499996
35102,100,2024-09-17 04:46:34,2024-09-17 14:41:06,47.14,-0.12,48.88,0.18,0.39,2.71,0.22,1.63,35672.0,49.75182368,46.57947397333333,49.31591184,46.85973698666666
35104,100,2024-09-17 21:12:20,2024-09-18 05:29:22,48.85,0.06,46.74,1.4,0.44,2.62,0.26,1.67,29822.0,52.16064553333333,49.09280078333333,49.450322766666666,48.97140039166666
35105,100,2024-09-18 06:55:02,2024-09-18 11:31:22,46.99,0.24,51.23,0.45,0.85,2.98,0.52,1.92,16580.0,52.29174175,47.50939613333334,51.760870874999995,47.24969806666667
35115,100,2024-09-19 06:24:20,2024-09-19 06:25:05,47.68,-0.18,45.11,-0.04,0.74,3.43,0.54,2.52,45.0,45.109774449999996,47.6789272,45.109887224999994,47.6794636
35116,100,2024-09-19 07:56:10,2024-09-19 16:11:36,48.41,-0.15,48.21,0.54,0.45,2.65,0.26,1.62,29726.0,50.35963569,47.81040180833333,49.284817845,48.11020090416666
35117,100,2024-09-19 17:25:08,2024-09-20 04:21:46,45.95,-0.34,43.82,0.67,0.4,2.54,0.25,1.72,39398.0,47.033060114444446,44.24023623888889,45.42653005722222,45.09511811944445
35118,100,2024-09-20 06:14:21,2024-09-20 14:32:28,50.05,-0.68,47.54,-0.11,0.62,2.88,0.37,1.81,29887.0,47.10585811722222,47.22451622777777,47.32292905861111,48.63725811388888
35119,100,2024-09-20 15:45:20,2024-09-20 22:58:48,47.63,-0.28,51.41,0.47,0.51,2.94,0.3,1.78,26008.0,53.15562083777778,46.666519191111114,52.282810418888886,47.14825959555556
35120,100,2024-09-21 04:17:41,2024-09-21 12:34:27,44.86,-0.0,46.36,0.96,0.44,2.72,0.26,1.64,29806.0,50.044816426666664,44.86,48.20240821333333,44.86
35121,100,2024-09-21 13:57:50,2024-09-21 22:22:05,46.95,0.26,48.7,0.4,0.45,2.72,0.27,1.75,30255.0,50.337131666666664,47.975896625000004,49.518565833333334,47.462948312500004
35122,100,2024-09-21 23:30:06,2024-09-22 07:47:26,40.5,0.47,46.49,0.58,0.43,2.68,0.27,1.73,29840.0,48.72503257777778,42.07779,47.60751628888889,41.288895
35123,100,2024-09-22 09:21:42,2024-09-22 17:35:33,46.64,-0.13,44.86,0.4,0.46,2.72,0.27,1.68,29631.0,46.336940733333336,46.14094811333334,45.59847036666667,46.39047405666667
35124,100,2024-09-22 19:02:26,2024-09-23 03:20:11,44.15,0.3,48.83,0.95,0.48,2.79,0.27,1.67,29865.0,52.67831264583334,45.248783124999996,50.75415632291667,44.6993915625
35127,100,2024-09-23 06:51:47,2024-09-23 15:06:05,42.45,0.15,45.7,0.34,0.46,2.7,0.29,1.8,29658.0,46.98007223333333,42.974575875000006,46.34003611666667,42.71228793750001
35128,100,2024-09-23 16:38:03,2024-09-23 18:04:22,43.23,-0.42,40.15,9.97,2.69,2.77,2.32,2.27,5179.0,45.908695540277776,42.968797134999996,43.029347770138884,43.099398567499996
35129,100,2024-09-23 20:10:31,2024-09-24 04:31:31,44.63,-0.29,38.89,1.36,0.46,2.74,0.28,1.77,30060.0,43.306348400000005,43.54928455,41.0981742,44.089642275
35130,100,2024-09-24 05:44:24,2024-09-24 13:57:27,45.23,-0.01,45.99,0.79,0.46,2.78,0.27,1.69,29583.0,48.97559031750001,45.1928322475,47.48279515875001,45.21141612375
35131,100,2024-09-24 15:13:50,2024-09-24 23:22:09,48.29,0.11,42.16,0.73,0.64,2.87,0.38,1.83,29299.0,44.664804064444446,48.72231488361111,43.41240203222222,48.506157441805556
35132,100,2024-09-25 00:45:14,2024-09-25 00:46:17,46.47,-0.18,48.55,-0.04,0.74,3.44,0.54,2.33,63.0,48.54966015,46.468536195,48.549830075,46.4692680975
35133,100,2024-09-25 01:59:27,2024-09-25 08:17:37,44.66,-0.32,47.05,-0.27,0.59,2.74,0.36,1.75,22690.0,46.249326624999995,43.75925742222222,46.649663312499996,44.20962871111111
35134,100,2024-09-25 09:24:25,2024-09-25 13:53:31,46.6,-0.08,41.36,1.48,0.81,2.77,0.5,1.89,16146.0,44.10539408,46.4327992,42.732697040000005,46.5163996
35143,100,2024-09-25 23:05:49,2024-09-26 07:23:02,46.57,-0.39,49.47,0.18,0.45,2.75,0.29,1.9,29833.0,50.207919255,45.064900289166665,49.8389596275,45.81745014458333
35144,100,2024-09-26 08:34:01,2024-09-26 14:04:08,43.09,-0.47,41.23,1.73,0.69,2.77,0.4,1.82,19807.0,45.15442143138889,41.97572970527778,43.19221071569444,42.532864852638895
35147,100,2024-09-26 17:46:25,2024-09-27 04:20:26,40.43,0.08,44.55,-0.09,0.34,2.64,0.2,1.6,38041.0,44.126318362499994,40.77177725111111,44.33815918124999,40.600888625555555
35148,100,2024-09-27 05:34:18,2024-09-27 13:53:39,45.25,-0.49,43.35,0.38,0.47,2.79,0.27,1.71,29961.0,44.720965425,43.4046936875,44.0354827125,44.32734684375
35149,100,2024-09-27 15:32:31,2024-09-27 23:48:40,45.78,-0.82,42.41,0.29,0.47,2.72,0.28,1.82,29769.0,43.427016539166665,42.675787910000004,42.91850826958333,44.227893955
35150,100,2024-09-28 02:00:59,2024-09-28 10:19:55,43.16,-0.03,45.33,-0.22,0.45,2.73,0.27,1.72,29936.0,44.50072290666667,43.052330186666666,44.91536145333333,43.10616509333333
35151,100,2024-09-28 11:31:47,2024-09-28 21:30:25,45.54,-0.43,45.07,0.43,0.38,2.52,0.23,1.71,35918.0,47.003595643888886,43.58624039,46.03679782194445,44.563120194999996
35152,100,2024-09-28 23:00:46,2024-09-29 07:16:55,42.15,-0.32,40.57,0.56,0.45,2.65,0.31,1.83,29769.0,42.44868851333333,41.0346548,41.509344256666665,41.5923274
35154,100,2024-09-29 18:23:37,2024-09-30 02:40:42,44.99,-0.03,43.41,0.13,0.31,1.89,0.26,1.75,29825.0,43.877531729166655,44.87818110416667,43.64376586458333,44.93409055208333
35155,100,2024-09-30 03:48:57,2024-09-30 12:09:27,42.54,-0.28,45.63,0.42,0.37,2.3,0.26,1.72,30030.0,47.22864705,41.5464074,46.429323525,42.0432037
